Model_Config,Baseline,BS=4,BS=8,BS=16,BS=32,BS=64,BS=128,BS=256
Llama_ue5m3_pz,,0.1038599014282226,0.2267332077026367,0.378171443939209,0.4936676025390625,0.6348686218261719,0.7912154197692871,
