Model_Config,Baseline,BS=4,BS=8,BS=16,BS=32,BS=64,BS=128,BS=256
Llama_spatial_g64_s1_abssum_feat_s32,,,,,0.6638969612121581,,,
Llama_spatial_g64_s1_pmr_feat_s32,,,,,0.8097857666015624,,,
Llama_spatial_g64_s1_mad_feat_s32,,,,,0.6677455139160156,,,
