Model_Config,Baseline,BS=4,BS=8,BS=16,BS=32,BS=64,BS=128,BS=256
Granite_ue5m3_pz,,-0.0862569808959961,-0.0272049903869628,0.0582790374755859,0.16633844375610352,,,
