Model_Config,Baseline,BS=4,BS=8,BS=16,BS=32,BS=64,BS=128,BS=256
Qwen_e4m3_no_pz,,1.0527939796447754,1.07542085647583,1.1430959701538086,1.2344322204589844,1.3927059173583984,1.619342803955078,2.0728073120117188
Qwen_e4m3_pz,,1.0294418334960938,1.0621256828308103,1.1332182884216309,1.2248620986938477,1.3898320198059082,1.6205601692199707,
