Model_Config,Baseline,BS=4,BS=8,BS=16,BS=32,BS=64,BS=128,BS=256
Qwen_e4m3 + 4o6 + H,,0.1948620796203606,0.3338968276977532,0.4615408897399895,0.6059624671936028,0.7882401466369622,1.0295497894287102,1.4744588851928704
Qwen_e4m3 + 4o6 + PZ + H,,0.1894495010375969,0.3288404464721672,0.4585000991821282,0.6037041664123528,0.7904297828674309,1.036641311645507,
