Model,Baseline,BS=4,BS=8,BS=16,BS=32,BS=64,BS=128,BS=256
Llama 3.1 8B,,1.738403960418701,1.4256402694702146,1.2910644256591794,1.2158829414367671,1.2343150817871091,1.3499542915344236,1.5324727737426755
Granite 3.3 8B,,,,,,,,
Qwen 2.5 14B,,,,,,,,
DeepSeek 7B,,,,,,,,
